Player,Team,Age,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Blake Acres,St Kilda,24,Mid Forward,19,8.753,70.789,67.105,0,0,72.474,8.105,8.105,16.211,77.273,68.831,85.714,50,2.684,1,221.158,13.643,2.316,7,3.158,5.133,6.316,10.316,16.632,37.975,2.263,4.474,0.316,1.789,2.105,3.684,0.421,0.474,0.368,0.316,0.895,1.053,-0.158,6.526,7.184,0.474,7.258,0.105,,3.789,0.895,0.316,,1.211,26.087,6,0.316,0.263,0.947,0.684,33.333,4.474,20.433,0.895,0.632,1.368,17.211,0.684
Blake Hardwick,Hawthorn,22,Med Defender,22,8.405,79,72.273,5,0.227,85.182,11.727,5.636,17.364,79.058,75.194,87.097,67.539,1.727,4.545,277.045,15.955,1.909,9.095,3.273,5.306,4.864,10.545,15.409,31.563,5.318,3.636,0.182,0.227,0.409,4.5,0.5,0.091,1.136,0,0.636,0.5,0.136,0,0,0,,0,,3.136,0.045,1.864,31.707,0.045,,2,0.091,0.091,0.182,0.182,,2.682,11.992,1.364,0.091,3.818,11.591,2.909
Bobby Hill,Greater Western Sydney,19,Med Forward,8,7.487,54,48.625,0,0,66.25,6.125,3.625,9.75,73.077,65.306,86.207,62.821,1.5,0.375,151.875,15.577,1.625,6,1.875,5.2,3.875,6.75,10.625,36.471,0.875,3,0.125,0.5,0.625,2.25,0.125,0.625,0,0.375,0.5,0.375,0.125,0,0,0,,0,,2.75,0.625,0,,1.875,20,7,0.875,0.625,1.875,0.5,46.667,4.125,20.625,0.5,0.125,0.75,16.125,0.375
Brad Crouch,Adelaide,25,Midfielder,22,10.936,98.364,107.5,51,2.318,78.591,15.364,14.818,30.182,64.157,50.296,78.528,50.904,3.909,1.864,380.5,12.607,3.727,8.098,5.818,5.188,11,17.682,28.682,38.352,2.364,7.5,1.682,3.636,5.318,2.955,0.136,0.318,0.318,0.091,1.045,0.636,0.409,0.045,0.049,0.045,,0,,5.045,0.5,0.227,,0.182,,11,0.5,0.545,1.273,0.273,39.286,6.227,27.621,1.455,0.182,0.636,17.136,0.136
Brad Ebert,Port Adelaide,29,Med Forward,11,8.873,76.455,79.727,3,0.273,79.909,9.909,5.727,15.636,63.953,55.046,79.365,63.372,3.273,0.364,256.182,16.384,2.818,5.548,3.091,5.059,5.727,10,15.727,36.416,1.636,2.909,0.273,0.818,1.091,4.818,0.909,1.182,0.364,0.364,0.818,1,-0.182,0.091,0.096,0,,0,,4.545,1.727,0,,2.091,17.391,13,1.182,1,2.455,0.364,48.148,4.455,19.066,0.545,0.273,2.273,15.273,1.364
Brad Scheer,Gold Coast,21,Med Forward,3,2.867,34.333,43,0,0,87.333,7.333,2,9.333,60.714,50,,78.571,1.333,0,151.333,16.214,2,4.667,1.667,5.6,3.667,6,9.667,37.931,1,2.333,0,1,1,3,0,0.667,0.333,0.667,1,0.667,0.333,0,0,0,,0,,1.667,0,0,,1.667,,1,0.333,0.333,1,0.333,,1.667,11.111,0,0,0.333,14.667,0
Brad Sheppard,West Coast,28,Med Defender,24,6.754,82.042,81.292,22,0.917,91.625,13.5,5.792,19.292,82.505,79.63,89.209,69.978,1.167,4.417,309.25,16.03,1.917,10.065,3.625,5.322,3.75,15.292,19.042,19.694,5.042,2.792,0.042,0.25,0.292,7.833,0.333,0.042,1.542,0.083,0.708,0.417,0.292,0,0,0,,0,,1.542,0,2,20.833,0.083,,0,0,0.083,0.125,0.083,,2.75,12.2,0.625,0.125,4.083,9.875,3.708
Bradley Hill,Fremantle,26,Midfielder,22,9.314,84.227,88.682,45,2.045,86.773,17.818,7.273,25.091,66.667,59.439,84.375,71.014,4.273,2.727,477.909,19.047,3.227,7.775,5.318,4.718,5.227,19.045,24.273,21.536,2.5,4.545,0.5,1.364,1.864,3.682,0.091,0.409,0.136,0.136,0.318,0.591,-0.273,0,0,0,,0,,2.273,0.182,0.227,,0.227,,6,0.273,0.364,0.909,0.682,30,6,29.075,0.818,1.045,0.818,15.636,0.182
Brandan Parfitt,Geelong,21,Mid Forward,20,9.65,78.05,72.1,5,0.25,71.9,9.5,8.7,18.2,63.462,48.421,79.885,52.198,3.1,0.75,237.95,13.074,3.15,5.778,4.45,4.09,9.9,8.75,18.65,53.083,2.5,7.9,0.7,2.15,2.85,1.95,0.25,0.3,0.1,0.15,1.25,1.1,0.15,0,0,0,,0,,5.25,1.1,0.25,,0.95,31.579,4,0.2,0.2,0.85,0.55,23.529,4.35,18.277,1.3,0.1,1.1,18.7,0.4
Brandon Ellis,Richmond,26,Midfielder,23,9.435,82.174,80.478,13,0.565,88.957,11.696,9.391,21.087,77.113,75.093,79.63,55.464,2.435,2.652,281.174,13.334,2.043,10.319,3.652,5.774,6.13,14.913,21.043,29.132,4.391,5.087,0.348,1.13,1.478,5.043,0.217,0.304,0.739,0.043,0.522,0.478,0.043,0,0,0,,0,,2.478,0.217,0.435,70,0.174,,9,0.391,0.13,0.652,0.391,60,4.565,18.953,1.261,0.783,1.478,13.478,0.957
Brandon Matera,Fremantle,27,Med Forward,20,9.935,63.15,62.05,0,0,74.75,9.05,4,13.05,61.303,54.696,76.25,69.349,2.3,0.5,246.8,18.912,2.3,5.674,3.15,4.143,5.05,7.9,12.95,38.996,1.35,4.3,0.05,0.25,0.3,3.6,0.3,1.35,0.05,0.3,0.3,0.75,-0.45,0,0,0,,0,,1.95,0.55,0.05,,1.3,3.846,30,1.5,1.25,3.55,0.35,42.254,5.75,28.75,0.45,0.15,0.75,11.7,0.3
Brandon Starcevich,Brisbane,20,Med Defender,1,5.2,34,31,0,0,77,7,0,7,,,,,1,2,165,,0,,2,3.5,2,4,6,,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,,1,0,1,,0,,0,0,0,0,0,,1,3.125,0,0,4,9,4
Brandon White,St Kilda,22,Med Forward,1,2.6,66,56,0,0,58,7,3,10,,,,,0,2,153,,0,,0,,5,3,8,,2,1,0,0,0,3,2,1,0,0,2,0,2,0,0,0,,0,,4,3,0,,4,,0,0,2,2,0,,3,12,0,0,1,10,0
Brandon Zerk-Thatcher,Essendon,21,Key Defender,1,2.4,58,56,0,0,74,10,1,11,,,,,1,4,173,,4,2.75,4,2.75,3,8,11,,5,2,0,0,0,6,1,0,2,0,0,2,-2,0,0,0,,0,,3,0,5,,0,,0,0,0,0,0,,1,4.545,0,0,7,9,6
Brayden Fiorini,Gold Coast,22,Midfielder,21,8.919,87.857,99.905,18,0.857,78.857,16.143,9.286,25.429,61.423,50.147,81.026,63.483,3.81,2.524,388.571,15.281,3.286,7.739,5,5.086,8.524,16.19,24.714,34.489,2.333,5.905,1.143,2.524,3.667,4.19,0.048,0.238,0.286,0.048,0.524,0.333,0.19,0,0,0,,0,,4.762,0.857,0.048,,0.048,,5,0.238,0.333,1,0.524,23.81,3.714,21.311,0.714,0.333,0.905,18.857,0.333
Brayden Ham,Essendon,20,Mid Forward,5,5.22,47.6,50.4,0,0,81.2,7.2,2.8,10,72,63.889,,72,2.2,0.6,182.4,18.24,1.6,6.25,3,3.333,3.2,7.6,10.8,29.63,1.2,2,0.2,0.4,0.6,3.4,0.4,0.4,0,0.4,0.6,0.4,0.2,0,0,0,,0,,2.4,0.4,0.2,,0.8,,3,0.6,0.4,1,0.2,,3.4,16.038,0.2,0.2,1,16.8,0.4
Brayden Maynard,Collingwood,23,Med Defender,24,8.75,82.083,77.458,5,0.208,87.375,12.917,6,18.917,76.652,78.387,72.917,68.282,2.417,4.042,386.333,20.423,2.625,7.206,3.875,4.882,5.333,12.542,17.875,29.837,4.875,3.417,0.125,0.333,0.458,4.333,0.292,0,0.708,0.125,1,1,0,0,0,0,,0,,3.833,0.042,1.958,23.404,0,,1,0.042,0.125,0.25,0.167,,2.917,12.774,0.917,0.083,2.792,13.792,1.667
Brayden Sier,Collingwood,22,Midfielder,6,7.183,49.667,50.667,0,0,58.167,5.833,8.5,14.333,61.628,42.857,74.51,40.698,2.167,0.833,167.833,11.709,3.333,4.3,3.333,4.3,8.167,6.333,14.5,56.322,0.667,6,1.167,1.833,3,0.667,0,0,0,0,0.333,1,-0.667,0,0,0,,0,,3.667,1,0,,0,,2,0.333,0.167,0.833,0,,2.333,12.389,0.5,0,0.167,15.5,0
Braydon Preuss,Melbourne,24,Ruck,7,8.657,67.429,56.286,0,0,76.714,7,2.429,9.429,59.091,53.061,,74.242,1.857,1,191.857,20.348,3,3.143,2.429,3.882,6.429,3.143,9.571,67.164,1.857,3.571,0.571,1.571,2.143,2.143,1,0.429,0.571,0,1.143,1.286,-0.143,31.857,35.737,19,59.641,6.571,34.586,1,0.429,0.571,,1.429,40,4,0.571,0.286,1.143,0,,3.286,14.65,1.571,0,2.286,5.714,1.714
Brendon Ah Chee,West Coast,26,Med Forward,1,8.8,70,69,0,0,89,11,4,15,,,,,3,0,310,,2,7.5,3,5,9,8,17,,2,7,0,0,0,7,0,1,0,0,1,0,1,0,0,0,,0,,0,0,1,,2,,1,1,0,2,0,,6,22.222,0,0,3,17,2
Brennan Cox,Fremantle,21,Key Forward,8,7.013,56.25,47.5,0,0,89.375,3.875,5.625,9.5,77.632,67.742,84.444,40.789,1.375,0.125,71.75,7.553,1.375,6.909,1.75,5.429,5.125,5.25,10.375,49.398,0.75,3,0.125,0.125,0.25,3.625,1.25,1.25,0.375,0.5,0,0.75,-0.75,7.125,8.37,2,28.07,0.5,,2.5,1.125,0,,3.75,20,5,0.625,0.25,1,0.625,,3.75,16.854,0.25,0,2.375,13.375,1.375
Brent Daniels,Greater Western Sydney,20,Med Forward,26,8.685,65.538,60.654,0,0,74.808,7.692,6.923,14.615,71.053,60.5,82.778,52.632,3.077,0.231,217.038,14.85,1.808,8.085,2.231,6.552,5.615,8.846,14.462,38.83,0.846,4.154,0.154,0.846,1,3.077,0.192,0.5,0,0.385,0.808,0.692,0.115,0,0,0,,0,,3.115,0.885,0,,0.846,31.818,11,0.423,0.769,1.462,0.962,28.947,5.615,24.621,0.654,0.308,0.731,18.154,0.308
Brett Bewley,Fremantle,24,Med Forward,7,5.714,51.714,54.571,0,0,69.571,8.571,5.143,13.714,61.458,60,63.889,62.5,2.714,0.857,273,19.906,2,6.857,3.571,3.84,4.857,9,13.857,35.052,2.714,4.286,0,0.571,0.571,3.143,0,0,0.429,0.571,0.286,0.714,-0.429,0,0,0,,0,,2.429,0.143,0.143,,0.429,,1,0.143,0.429,0.714,0.286,,3.143,15.068,0.571,0.143,0.429,14.143,0.143
Brett Deledio,Greater Western Sydney,32,Med Forward,14,9.65,76.214,71.857,0,0,77.429,9.214,8.214,17.429,72.541,65.891,80,52.869,3.214,0.714,227.143,13.033,1.5,11.619,2.143,8.133,6.857,10.857,17.714,38.71,1.571,4.786,0,1.786,1.786,5.071,0.643,0.714,0.071,0.571,0.786,0.5,0.286,0,0,0,,0,,2.571,0.857,0.357,,1.5,47.619,6,0.429,0.429,1.214,0.714,35.294,5.929,24.925,0.643,0,1.071,12.357,0.429
Brodie Grundy,Collingwood,25,Ruck,24,17.396,130.917,123.917,83,3.458,89.125,9.875,11.417,21.292,67.71,55.274,78.467,46.38,2.083,1.167,194.542,9.137,4.292,4.961,3.042,7,13.708,8.417,22.125,61.959,2.833,6.667,2.208,3.875,6.083,4.375,1.208,0.167,0.708,0.25,2.208,2,0.208,79.042,88.936,42.583,53.875,12.208,28.669,4.333,0.5,0.625,20,1.458,37.143,7,0.292,0.458,0.917,0.167,31.818,6.417,28.102,4,0.167,2.667,12.792,2.208
Brodie Smith,Adelaide,27,Med Defender,22,12.3,88.636,86.909,26,1.182,83.227,14.818,8.091,22.909,71.627,65.951,82.022,64.683,3.864,4.182,505.273,22.056,3.364,6.811,5.273,4.345,7.091,14.045,21.136,33.548,5.545,6.182,0.409,0.818,1.227,4.955,0.318,0.182,1,0.091,0.455,0.773,-0.318,0,0,0,,0,,2.5,0.182,1.227,14.815,0.091,,10,0.455,0.545,1.182,0.455,38.462,4.682,20.766,1.409,0.773,2.045,14.136,1.727
Brody Mihocek,Collingwood,26,Key Forward,24,9.854,69,70.333,29,1.208,88.375,8.875,4.25,13.125,69.524,63.85,81.373,67.619,3.208,0.208,270.375,20.6,2.417,5.431,3.083,4.257,5.792,7.542,13.333,43.438,1.208,3.167,0,0.25,0.25,5.875,1.458,1.792,0.375,1.25,1.208,0.625,0.583,0,0,0,,0,,2.042,1,0.083,,4.667,25.893,36,1.5,1.083,3.25,0.583,46.154,5.25,22.993,0.625,0.125,1.625,11.375,1.125
Bryce Gibbs,Adelaide,30,Midfielder,12,7.175,69.083,80.667,0,0,75.417,12.833,6.917,19.75,67.932,60.39,81.928,64.979,2.417,1.75,297.25,15.051,2.083,9.48,4.25,4.647,5.5,13.917,19.417,28.326,2.5,3.667,1.25,1.083,2.333,4,0.167,0.083,0.667,0.25,0.833,0.417,0.417,0,0,0,,0,,3.917,0.25,0.167,,0.083,,2,0.167,0.083,0.583,0.167,,3.333,15.038,0.417,0,0.583,10.917,0.583
Cale Hooker,Essendon,31,Key Defender,18,8.661,77.944,70.778,9,0.5,88.889,9.889,7.5,17.389,74.441,69.663,80.741,56.869,0.5,4.278,239.833,13.792,2.722,6.388,3.556,4.891,6.667,10.056,16.722,39.867,7,3.556,0,0.222,0.222,7.5,1.778,0.389,2.444,0.222,0.889,0.722,0.167,1.222,1.447,0.111,9.091,0,,0.833,0.111,3.056,25.455,1.722,38.71,4,0.222,0.111,0.556,0.056,40,2.5,11.811,0.944,0.111,6.556,5.056,6.056
Caleb Daniel,Western Bulldogs,23,Med Defender,17,10.841,99.059,93.765,30,1.765,84.235,17.294,9.235,26.529,79.823,77.211,84.713,65.188,2.118,5.941,438.353,16.523,3.059,8.673,5.118,5.184,6.471,15.588,22.059,29.333,6.824,5.059,0.059,0.941,1,3.941,0.176,0,1.235,0.118,0.882,0.706,0.176,0,0,0,,0,,3.118,0,1.294,40.909,0,,1,0.059,0,0.059,0.118,,4.706,19.656,1.765,0.765,2.471,13.529,1.588
Caleb Graham,Gold Coast,19,Key Defender,3,6.167,54.667,45.667,0,0,91,6,5.667,11.667,71.429,,,51.429,0,3,109.667,9.4,1.667,7,2,5.833,5.333,6.333,11.667,45.714,5.333,4.333,0.333,0,0.333,3.667,0,0,0,0,1,0.333,0.667,0,0,0,,0,,1.333,0,4.667,14.286,0,,0,0,0,0,0,,0.667,4.348,0.333,0,8.333,9.667,8.333
Caleb Marchbank,Carlton,23,Med Defender,13,6.138,64.077,56.615,4,0.308,88.769,9.154,4.077,13.231,75.581,68.908,90.566,69.186,0.846,2.769,208.462,15.756,2.308,5.733,2.769,4.778,4.846,8.385,13.231,36.628,6.077,3.385,0,0.231,0.231,5,0.692,0.077,2.077,0.385,0.692,1,-0.308,0,0,0,,0,,2.077,0,2.154,32.143,0.077,,0,0,0,0,0,,1.154,5.576,0.462,0,4.308,8,3.692
Callan Ward,Greater Western Sydney,29,Midfielder,1,0.3,4,3,0,0,2,1,0,1,,,,,1,0,39,,0,,2,0.5,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0
Callum Ah Chee,Gold Coast,22,Midfielder,1,14.5,82,62,0,0,75,11,6,17,,,,,3,2,382,,2,8.5,1,17,9,8,17,,2,8,2,2,4,5,1,0,0,0,0,2,-2,0,0,0,,0,,2,0,2,,2,,0,0,0,0,0,,4,19.048,1,0,2,11,2
Callum Coleman-Jones,Richmond,20,Ruck,1,-2.1,60,66,0,0,63,6,7,13,,,,,2,0,158,,5,2.6,4,3.25,7,7,14,,2,6,1,0,1,3,0,2,0,0,0,2,-2,43,45.263,10,23.256,3,,5,0,0,,4,,0,0,1,1,0,,2,8.696,0,0,3,16,2
Callum L. Brown,Collingwood,21,Med Forward,22,9.514,66.136,63.182,1,0.045,76.455,7.273,7.364,14.636,70.497,55,85.802,49.689,2.864,0.364,195.091,13.329,1.545,9.471,2.182,6.708,5.182,9.909,15.091,34.337,1.545,3.864,0.227,0.364,0.591,2.636,0.045,0.409,0.045,0.227,1,0.682,0.318,0,0,0,,0,,4.045,1.045,0.091,,0.364,,11,0.5,0.591,1.5,0.455,33.333,4.455,19.522,0.591,0.591,0.955,22.136,0.409
Callum Mills,Sydney,22,Med Defender,22,9.314,81.773,75.318,6,0.273,86.045,10.5,7.909,18.409,80.247,77.922,83.333,57.037,0.955,3.636,266.955,14.501,2.273,8.1,3.091,5.956,4.636,12.682,17.318,26.772,5.545,3.636,0.045,0.364,0.409,6.182,0.727,0.045,2.045,0.045,0.273,0.545,-0.273,0,0,0,,0,,2.636,0.045,1.727,18.421,0,,1,0.045,0,0.045,0.136,,2.409,11.373,0.909,0,3.591,7.773,3.182
Callum Sinclair,Sydney,30,Ruck,14,7.621,73,76.714,7,0.5,78.143,7.571,4.429,12,61.905,48.113,85.484,63.095,2.071,0.786,136.071,11.339,3.214,3.733,2.357,5.091,6.929,5.5,12.429,55.747,1.643,4.071,1.071,1.857,2.929,2.786,0.643,0.429,0.286,0.286,1.429,1.5,-0.071,67.5,72.86,25,37.037,5.071,20.286,3.143,0.357,0.714,10,0.929,38.462,5,0.357,0.143,0.714,0.214,50,3.357,15.615,1.857,0.071,3.714,11.643,3.071
Callum Wilkie,St Kilda,23,Key Defender,22,7.318,70.682,59.636,0,0,88.909,10.045,4.682,14.727,84.259,82.353,88.35,68.21,0.864,3.364,220.682,14.985,1.955,7.535,2.5,5.891,4.682,8.591,13.273,35.274,5.909,3.409,0,0.182,0.182,5.136,0.955,0,2.045,0.045,0.318,1.091,-0.773,0.727,0.795,0.045,,0,,1.909,0,2.455,20.37,0,,0,0,0,0,0.045,,1.818,8.333,0.455,0.091,3.773,8.318,3.409
Cam McCarthy,Fremantle,24,Key Forward,12,8.042,53.25,56.333,5,0.417,88.833,7.833,3.5,11.333,53.676,46.809,69.048,69.118,2.167,0.083,234.75,20.713,2.417,4.69,3.417,3.317,4.333,6.667,11,39.394,0.75,2.833,0,0.25,0.25,4.083,0.667,1.667,0.083,1.167,0.75,0.75,0,0.167,0.192,0,,0,,1.25,0.667,0.083,,2.75,30.303,19,1.583,0.583,3,0.333,52.778,4.917,25.541,0.333,0,0.583,10.583,0.417
Cam Rayner,Brisbane,20,Med Forward,24,5.3,46.708,45.708,0,0,77.75,5.792,3.75,9.542,60.699,50.36,76.667,60.699,1.833,0.458,178.583,18.716,2.042,4.673,2.042,4.673,4.625,5.208,9.833,47.034,1.25,2.958,0.167,0.458,0.625,2.458,0.375,0.667,0.042,0.083,1.042,0.708,0.333,0,0,0,,0,,2.125,0.75,0.083,,1.458,14.286,20,0.833,1.042,2.208,0.333,37.736,4.208,16.45,0.875,0.042,0.708,11.708,0.333
Cam Sutcliffe,Port Adelaide,27,Med Forward,5,7.7,51.4,50.2,0,0,79.4,6.6,4,10.6,73.585,69.697,80,62.264,2.4,0.4,178.4,16.83,1.4,7.571,2.4,4.417,3.8,5.8,9.6,39.583,0.8,2.6,0,1,1,2.2,0.4,0.6,0,0.6,1.2,0.6,0.6,0,0,0,,0,,2.8,0.4,0.2,,2.2,18.182,4,0.8,0.4,1.4,0.8,,3.2,13.793,0,0.4,0.8,14.8,0.8
Cameron Ellis-Yolmen,Adelaide,26,Midfielder,10,13.67,93.4,87.5,2,0.2,77,10,13.5,23.5,69.362,56,79.259,42.553,2.3,1.3,233.6,9.94,2.7,8.704,3.7,6.351,12.3,11.5,23.8,51.681,2.2,9.8,1.5,3.4,4.9,2.9,0.1,0.2,0.2,0.1,0.8,0.8,0,0,0,0,,0,,5.5,1,0.4,,0.7,,2,0.2,0.2,0.5,0.7,,5.6,24.67,1.5,0.1,2.3,23.5,0.8
Cameron Guthrie,Geelong,27,Midfielder,20,9.495,78.65,77.3,5,0.25,70.5,9.55,8.85,18.4,72.011,66.492,77.966,51.902,1.75,1.4,204.5,11.114,2.65,6.943,2.85,6.456,7.75,10.2,17.95,43.175,1.5,5.5,1.3,2.75,4.05,3.5,0.2,0.2,0.15,0.15,0.5,0.95,-0.45,0.05,0.053,0,,0,,4.9,0.8,0.2,,0.15,,10,0.5,0.2,0.7,0.4,71.429,3.5,14.706,0.8,0.25,1.2,20.15,0.2
Cameron Polson,Carlton,21,Med Forward,3,4.733,28.333,24.667,0,0,72.667,3.667,3.333,7,57.143,,,52.381,1.667,0,92.333,13.19,2,3.5,2.667,2.625,3,3.333,6.333,,1.333,3,0,0.333,0.333,0,0,0,0,0,0,0.667,-0.667,0,0,0,,0,,1.667,0.333,0,,0,,1,0.333,0.333,0.667,0.667,,3,13.433,0.667,0,1.333,16,0.333
Cameron Zurhaar,North Melbourne,21,Med Forward,19,8.347,65.158,63.789,15,0.789,80.421,7.263,5.158,12.421,72.881,63.768,85.714,58.475,3.263,0.158,228.737,18.415,2.895,4.291,2.737,4.538,4.947,7.842,12.789,38.683,0.947,3.211,0.105,0.632,0.737,4.105,0.474,1.368,0.053,0.842,1.053,1.263,-0.211,0.895,0.986,0.211,,0.053,,3.263,1,0,,1.368,15.385,26,1.368,0.632,2.421,0.789,56.522,5.105,21.946,0.684,0.316,1.368,13.579,0.684
Cedric Cox,Brisbane,22,Med Forward,1,6.2,44,44,0,0,62,6,3,9,,,,,2,0,113,,1,9,1,9,3,6,9,,3,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,,0,,2,1,0,,0,,0,0,0,0,1,,1,6.667,1,0,1,12,1
Chad Wingard,Hawthorn,26,Mid Forward,14,10.3,75.929,78.429,14,1,75.357,10.5,8,18.5,66.795,50.34,88.393,56.757,4.571,0.214,341.214,18.444,2.571,7.194,4.5,4.111,6.714,11.571,18.286,36.719,2.071,4.714,0.857,2.071,2.929,3.214,0.214,0.857,0.214,0.143,0.714,0.786,-0.071,0,0,0,,0,,4.286,0.857,0.071,,0.714,20,12,0.857,0.643,1.714,0.714,50,5.857,26.032,1.286,0.5,0.571,17,0.286
Changkuoth Jiath,Hawthorn,20,Med Defender,2,9.05,67.5,53.5,0,0,82.5,5,9.5,14.5,82.759,,,34.483,0.5,1.5,91,6.276,1.5,9.667,1.5,9.667,5,9.5,14.5,34.483,5,4,0,0,0,3.5,0.5,0,1.5,0.5,0.5,0.5,0,0,0,0,,0,,2.5,0,1.5,,0,,0,0,0,0,0,,1.5,6.25,1,0.5,4.5,11,4
Charlie Ballard,Gold Coast,20,Key Defender,21,7.31,60,54.619,0,0,88.714,10.048,3,13.048,73.723,73.46,74.603,77.007,0.714,3.333,207.762,15.923,2.381,5.48,2.333,5.592,4.381,8,12.381,35.385,6.524,2.81,0,0.048,0.048,5.286,1.048,0,2.381,0.048,0.619,0.81,-0.19,0,0,0,,0,,1.095,0,2.905,31.148,0.095,,0,0,0.048,0.143,0.095,,1.286,7.5,0.571,0.048,4.952,8.095,4.571
Charlie Cameron,Brisbane,25,Med Forward,24,11.429,77.792,65.667,58,2.417,86.417,9.042,3.25,12.292,69.153,64.055,83.333,73.559,2.417,0.208,223.333,18.169,1.958,6.277,2.375,5.175,5,7,12,41.667,1.333,3.25,0.083,0.583,0.667,3.375,0.333,1.667,0.208,1.375,1.042,0.958,0.083,0,0,0,,0,,2.042,1.125,0.083,,3.208,35.065,57,2.375,1.333,4.375,0.625,54.286,6.458,25.244,0.708,0.458,0.75,11.292,0.417
Charlie Constable,Geelong,20,Midfielder,7,7.214,80,82.857,0,0,68.286,9,12.429,21.429,70,68.254,71.264,42,1,1.429,203.571,9.5,2.286,9.375,2.857,7.5,8.429,12.857,21.286,39.597,1.857,7.714,0.286,2,2.286,4.429,0,0.429,0.143,0,0.429,0.714,-0.286,0,0,0,,0,,3.714,0.143,0,,0.286,,5,0.714,0.286,1,0.429,,5.286,20.787,1,0,0.286,17.429,0.143
Charlie Curnow,Carlton,22,Key Forward,11,10.218,68.545,65,7,0.636,76.727,10.455,1.818,12.273,55.556,54.783,60,85.185,2.455,0.182,301,24.526,1.909,6.429,3.636,3.375,6.636,5.273,11.909,55.725,0.636,3.909,0,0.182,0.182,4.455,1.545,1.364,0,0.909,1,0.364,0.636,0,0,0,,0,,1.545,0.545,0,,3.091,41.176,18,1.636,0.727,2.909,0.364,56.25,4.364,23.188,0.364,0.091,1,8,0.818
Charlie Dixon,Port Adelaide,29,Key Forward,9,7.756,64.556,56.444,3,0.333,87.333,6.778,4.444,11.222,59.406,50.82,72.5,60.396,1.444,0.222,172,15.327,3.778,2.971,3.444,3.258,7.333,4.333,11.667,62.857,0.778,2.333,0,0.778,0.778,3.222,1.556,1.556,0.111,0.667,2,1.778,0.222,9,9.794,2.556,28.395,1,39.13,2.111,1.222,0,,6.778,29.508,13,1.444,1.222,3,0.444,48.148,4.667,19.718,0.778,0.111,2.444,11.111,2
Charlie Spargo,Melbourne,20,Med Forward,8,5.1,43.125,48.75,0,0,78.375,7,4.25,11.25,67.778,64.286,73.529,62.222,1.625,0.5,147.5,13.111,2.25,5,2.75,4.091,3.875,7.375,11.25,34.444,1.375,2.75,0.125,0.375,0.5,3.375,0,0.375,0,0.375,0.875,0.625,0.25,0,0,0,,0,,2.125,0.75,0.125,,0.625,,2,0.25,0.125,0.5,0.625,,3,14.201,0.25,0.125,0.875,15.5,0.25
Chayce Jones,Adelaide,19,Med Forward,8,6.487,50,45.625,0,0,68.125,6,5.125,11.125,64.045,47.917,82.927,53.933,2.5,0.5,214,19.236,1.25,8.9,2.375,4.684,5.5,5.625,11.125,49.438,1,4,1,0.5,1.5,2,0.375,0.75,0.25,0.5,1,0.625,0.375,0,0,0,,0,,2.25,0.125,0,,0.25,,3,0.375,1,1.5,0.375,25,4.25,18.681,1.125,0.125,1,15.5,0.75
Chris Burgess,Gold Coast,24,Key Defender,14,6.829,48.857,35.643,0,0,87.929,3.929,4.286,8.214,78.261,69.091,86.667,47.826,0.643,1.286,95.786,11.661,1.286,6.389,1.429,5.75,3.857,4.429,8.286,46.552,2.786,3.071,0,0.357,0.357,2.714,0.5,0.429,0.643,0.357,0.357,0.643,-0.286,1.5,1.445,0.5,33.333,0.143,,1.571,0.286,2.714,34.211,1.357,5.263,4,0.286,0.214,0.571,0.143,,1.786,10,0.5,0,4.786,8.286,4.429
Chris Masten,West Coast,30,Midfielder,17,5.918,61.882,66.471,0,0,86.647,9.882,6.706,16.588,76.95,72.024,84.211,59.574,1.529,2.529,204.824,12.348,1.882,8.812,2.765,6,4,12.882,16.882,23.693,3.294,3.235,0.059,0.529,0.588,5.471,0.176,0.059,0.412,0,0.412,0.529,-0.118,0,0,0,,0,,1.765,0.118,0.647,27.273,0,,3,0.176,0.059,0.235,0.235,,3.412,15.183,0.882,0,1.353,9.706,0.647
